Timestamp,ActiveRequests,EventLoopLag_ms,PoolSize
2026-02-05T18:26:13.572Z,2,20.36,0
2026-02-05T18:26:13.623Z,2,20.50,0
2026-02-05T18:26:13.674Z,2,20.23,0
2026-02-05T18:26:13.724Z,2,20.55,0
2026-02-05T18:26:13.773Z,2,20.87,0
2026-02-05T18:26:13.824Z,2,20.50,0
2026-02-05T18:26:13.875Z,3,19.80,0
2026-02-05T18:26:13.924Z,3,20.63,0
2026-02-05T18:26:14.099Z,3,20.08,0
2026-02-05T18:26:14.150Z,3,20.11,0
2026-02-05T18:26:14.201Z,3,20.49,0
2026-02-05T18:26:14.252Z,3,20.36,0
2026-02-05T18:26:14.302Z,3,20.24,0
2026-02-05T18:26:14.353Z,2,20.01,0
2026-02-05T18:26:14.402Z,2,20.01,0
2026-02-05T18:26:14.452Z,2,20.19,0
2026-02-05T18:26:14.503Z,2,20.08,0
2026-02-05T18:26:14.554Z,2,20.32,0
2026-02-05T18:26:14.603Z,2,20.18,0
2026-02-05T18:26:14.653Z,2,20.44,0
2026-02-05T18:26:14.704Z,2,20.24,0
2026-02-05T18:26:14.755Z,3,20.34,0
2026-02-05T18:26:14.804Z,3,20.36,0
2026-02-05T18:26:14.855Z,3,20.39,0
2026-02-05T18:26:14.904Z,3,20.36,0
2026-02-05T18:26:14.955Z,3,20.32,0
2026-02-05T18:26:15.005Z,3,20.29,0
2026-02-05T18:26:15.055Z,3,20.37,0
2026-02-05T18:26:15.105Z,3,20.26,0
2026-02-05T18:26:15.154Z,3,20.29,0
2026-02-05T18:26:15.205Z,3,20.66,0
2026-02-05T18:26:15.255Z,3,20.47,0
2026-02-05T18:26:15.306Z,3,20.75,0
2026-02-05T18:26:15.356Z,4,20.60,0
2026-02-05T18:26:15.407Z,3,20.28,0
