Timestamp,Active,QueueSize,Real_Lag,Limit,Mode,Throughput,Zombies
2026-02-17T17:24:31.511Z,0,0,27.77,10,HOLD_3.0s,0,0
2026-02-17T17:24:31.560Z,0,0,19.73,10,HOLD_3.0s,0,0
2026-02-17T17:24:31.611Z,0,0,20.32,10,HOLD_3.0s,0,0
2026-02-17T17:24:31.661Z,0,0,20.51,10,HOLD_3.0s,0,0
2026-02-17T17:24:31.711Z,0,0,20.37,10,HOLD_3.0s,0,0
2026-02-17T17:24:31.762Z,0,0,20.31,10,HOLD_3.0s,0,0
2026-02-17T17:24:31.812Z,0,0,20.31,10,HOLD_3.0s,0,0
2026-02-17T17:24:31.863Z,0,0,20.36,10,HOLD_3.0s,0,0
2026-02-17T17:24:31.913Z,0,0,20.36,10,HOLD_3.0s,0,0
2026-02-17T17:24:31.965Z,0,0,20.44,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.015Z,0,0,20.21,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.065Z,0,0,20.12,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.115Z,0,0,20.14,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.165Z,0,0,20.14,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.214Z,0,0,20.13,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.264Z,0,0,20.15,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.315Z,0,0,20.09,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.366Z,0,0,20.30,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.417Z,0,0,20.23,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.467Z,0,0,20.37,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.518Z,0,0,20.26,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.567Z,0,0,20.41,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.618Z,0,0,20.42,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.668Z,0,0,20.33,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.718Z,0,0,20.42,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.769Z,0,0,20.64,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.819Z,0,0,20.54,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.869Z,0,0,20.20,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.920Z,0,0,20.44,10,HOLD_3.0s,0,0
2026-02-17T17:24:32.971Z,0,0,20.41,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.022Z,0,0,20.23,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.073Z,0,0,20.67,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.124Z,0,0,20.54,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.174Z,0,0,20.52,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.225Z,0,0,19.96,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.275Z,0,0,20.46,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.326Z,0,0,20.40,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.377Z,0,0,20.44,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.428Z,0,0,19.87,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.479Z,0,0,20.42,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.530Z,0,0,20.41,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.580Z,0,0,20.26,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.630Z,0,0,20.50,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.680Z,0,0,20.41,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.730Z,0,0,20.32,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.781Z,0,0,20.37,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.832Z,0,0,20.38,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.882Z,0,0,20.62,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.933Z,0,0,20.43,10,HOLD_3.0s,0,0
2026-02-17T17:24:33.983Z,0,0,21.03,10,HOLD_3.0s,0,0
2026-02-17T17:24:34.034Z,0,0,20.42,10,HOLD_3.0s,0,0
2026-02-17T17:24:34.084Z,0,0,20.08,10,HOLD_3.0s,0,0
2026-02-17T17:24:34.135Z,0,0,20.41,10,HOLD_3.0s,0,0
2026-02-17T17:24:34.185Z,0,0,19.84,10,HOLD_3.0s,0,0
2026-02-17T17:24:34.236Z,0,0,20.41,10,HOLD_3.0s,0,0
2026-02-17T17:24:34.286Z,0,0,19.79,10,HOLD_3.0s,0,0
2026-02-17T17:24:34.336Z,0,0,20.37,10,HOLD_3.0s,0,0
2026-02-17T17:24:34.386Z,0,0,20.62,9,IDLE_SHRINK,0,0
2026-02-17T17:24:34.437Z,0,0,20.46,8,IDLE_SHRINK,0,0
2026-02-17T17:24:34.486Z,0,0,20.45,7,IDLE_SHRINK,0,0
2026-02-17T17:24:34.537Z,0,0,20.54,6,IDLE_SHRINK,0,0
2026-02-17T17:24:34.588Z,0,0,20.40,5,IDLE_SHRINK,0,0
2026-02-17T17:24:34.638Z,0,0,20.32,5,IDLE_SHRINK,0,0
2026-02-17T17:24:34.689Z,0,0,20.14,5,IDLE_SHRINK,0,0
2026-02-17T17:24:34.739Z,0,0,20.36,5,IDLE_SHRINK,0,0
2026-02-17T17:24:34.790Z,0,0,20.64,5,IDLE_SHRINK,0,0
2026-02-17T17:24:34.840Z,0,0,20.29,5,IDLE_SHRINK,0,0
2026-02-17T17:24:34.891Z,0,0,20.68,5,IDLE_SHRINK,0,0
2026-02-17T17:24:34.942Z,0,0,20.42,5,IDLE_SHRINK,0,0
2026-02-17T17:24:34.992Z,0,0,20.05,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.042Z,0,0,20.44,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.093Z,0,0,20.75,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.143Z,0,0,20.31,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.193Z,0,0,20.70,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.244Z,0,0,20.39,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.294Z,0,0,21.01,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.344Z,0,0,20.32,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.393Z,0,0,21.01,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.444Z,0,0,20.41,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.495Z,0,0,19.98,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.546Z,0,0,20.45,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.596Z,0,0,20.08,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.646Z,0,0,20.36,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.697Z,0,0,19.73,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.746Z,0,0,20.50,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.797Z,0,0,20.22,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.848Z,0,0,20.42,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.898Z,0,0,20.28,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.948Z,0,0,20.47,5,IDLE_SHRINK,0,0
2026-02-17T17:24:35.999Z,0,0,20.32,5,IDLE_SHRINK,0,0
2026-02-17T17:24:36.049Z,0,0,20.29,5,IDLE_SHRINK,0,0
2026-02-17T17:24:36.100Z,0,0,20.18,5,IDLE_SHRINK,0,0
2026-02-17T17:24:36.150Z,0,0,20.41,5,IDLE_SHRINK,0,0
2026-02-17T17:24:36.200Z,0,0,20.64,5,IDLE_SHRINK,0,0
2026-02-17T17:24:36.251Z,0,0,20.41,5,IDLE_SHRINK,0,0
2026-02-17T17:24:36.300Z,0,0,20.26,5,IDLE_SHRINK,0,0
2026-02-17T17:24:36.351Z,0,0,20.39,5,IDLE_SHRINK,0,0
2026-02-17T17:24:36.402Z,0,0,19.94,5,IDLE_SHRINK,0,0
2026-02-17T17:24:36.452Z,0,0,20.24,5,IDLE_SHRINK,0,0
