Timestamp,Active,QueueSize,Real_Lag,Limit,Mode,Throughput,Zombies
2026-02-17T17:57:53.015Z,0,0,26.74,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.064Z,0,0,20.22,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.115Z,0,0,20.28,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.165Z,0,0,20.53,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.216Z,0,0,20.39,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.266Z,0,0,20.05,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.316Z,0,0,20.37,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.367Z,0,0,20.03,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.417Z,0,0,20.47,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.468Z,0,0,20.28,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.518Z,0,0,20.26,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.568Z,0,0,20.37,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.618Z,0,0,20.26,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.668Z,0,0,20.27,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.718Z,0,0,20.09,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.768Z,0,0,20.23,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.819Z,0,0,20.08,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.869Z,0,0,20.23,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.919Z,0,0,20.37,10,HOLD_3.0s,0,0
2026-02-17T17:57:53.969Z,0,0,20.39,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.020Z,0,0,20.42,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.069Z,0,0,20.29,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.120Z,0,0,20.34,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.171Z,0,0,20.47,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.222Z,0,0,20.34,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.272Z,0,0,20.42,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.322Z,0,0,20.41,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.372Z,0,0,20.46,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.422Z,0,0,20.38,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.471Z,0,0,20.42,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.521Z,0,0,20.43,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.571Z,0,0,20.44,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.622Z,0,0,20.24,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.673Z,0,0,20.39,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.723Z,0,0,20.37,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.774Z,0,0,20.33,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.824Z,0,0,20.21,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.874Z,0,0,20.48,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.924Z,0,0,20.41,10,HOLD_3.0s,0,0
2026-02-17T17:57:54.974Z,0,0,20.38,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.025Z,0,0,20.42,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.075Z,0,0,20.39,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.126Z,0,0,20.36,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.177Z,0,0,20.39,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.227Z,0,0,20.37,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.278Z,0,0,20.46,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.328Z,0,0,20.42,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.378Z,0,0,20.52,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.429Z,0,0,20.44,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.479Z,0,0,20.58,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.530Z,0,0,20.42,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.579Z,0,0,20.10,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.630Z,0,0,20.29,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.681Z,0,0,20.29,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.731Z,0,0,20.36,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.782Z,0,0,20.23,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.832Z,0,0,20.23,10,HOLD_3.0s,0,0
2026-02-17T17:57:55.882Z,0,0,20.32,9,IDLE_SHRINK,0,0
2026-02-17T17:57:55.932Z,0,0,20.40,8,IDLE_SHRINK,0,0
