Timestamp,ActiveRequests,Lag_ms,VirtualLimit,Status,Kp_Used
2026-02-19T09:38:38.143Z,0,28.72,19,OK,0.1
2026-02-19T09:38:38.192Z,0,24.36,20,OK,0.1
2026-02-19T09:38:38.242Z,0,22.97,21,OK,0.1
2026-02-19T09:38:38.292Z,0,22.28,22,OK,0.1
2026-02-19T09:38:38.342Z,0,21.85,23,OK,0.1
2026-02-19T09:38:38.392Z,0,20.15,24,OK,0.1
2026-02-19T09:38:38.443Z,0,20.18,25,OK,0.1
2026-02-19T09:38:38.493Z,0,20.20,26,OK,0.1
2026-02-19T09:38:38.543Z,0,20.20,27,OK,0.1
2026-02-19T09:38:38.594Z,0,20.38,28,OK,0.1
2026-02-19T09:38:38.644Z,0,20.37,29,OK,0.1
2026-02-19T09:38:38.695Z,0,20.38,30,OK,0.1
2026-02-19T09:38:38.745Z,0,20.30,31,OK,0.1
2026-02-19T09:38:38.796Z,0,20.34,32,OK,0.1
2026-02-19T09:38:38.846Z,0,20.16,33,OK,0.1
2026-02-19T09:38:38.896Z,0,20.16,34,OK,0.1
2026-02-19T09:38:38.946Z,0,20.16,35,OK,0.1
2026-02-19T09:38:38.996Z,0,20.26,36,OK,0.1
2026-02-19T09:38:39.047Z,0,20.27,37,OK,0.1
2026-02-19T09:38:39.097Z,0,20.34,38,OK,0.1
2026-02-19T09:38:39.147Z,0,20.44,39,OK,0.1
2026-02-19T09:38:39.198Z,0,20.47,40,OK,0.1
2026-02-19T09:38:39.248Z,0,20.45,41,OK,0.1
2026-02-19T09:38:39.298Z,0,20.41,42,OK,0.1
2026-02-19T09:38:39.350Z,0,20.38,43,OK,0.1
2026-02-19T09:38:39.401Z,0,20.31,44,OK,0.1
2026-02-19T09:38:39.451Z,0,20.29,45,OK,0.1
2026-02-19T09:38:39.502Z,0,20.27,46,OK,0.1
2026-02-19T09:38:39.552Z,0,20.30,47,OK,0.1
2026-02-19T09:38:39.604Z,0,20.30,48,OK,0.1
2026-02-19T09:38:39.654Z,0,20.33,49,OK,0.1
2026-02-19T09:38:39.704Z,0,20.36,50,OK,0.1
2026-02-19T09:38:39.754Z,0,20.37,50,OK,0.1
2026-02-19T09:38:39.804Z,0,20.39,50,OK,0.1
2026-02-19T09:38:39.854Z,0,20.41,50,OK,0.1
2026-02-19T09:38:39.904Z,0,20.39,50,OK,0.1
2026-02-19T09:38:39.955Z,0,20.37,50,OK,0.1
2026-02-19T09:38:40.005Z,0,20.31,50,OK,0.1
2026-02-19T09:38:40.055Z,0,20.28,50,OK,0.1
2026-02-19T09:38:40.106Z,0,20.29,50,OK,0.1
2026-02-19T09:38:40.157Z,0,20.33,50,OK,0.1
2026-02-19T09:38:40.208Z,0,20.40,50,OK,0.1
2026-02-19T09:38:40.258Z,0,20.46,50,OK,0.1
2026-02-19T09:38:40.309Z,0,20.51,50,OK,0.1
2026-02-19T09:38:40.359Z,0,20.50,50,OK,0.1
2026-02-19T09:38:40.410Z,0,20.51,50,OK,0.1
2026-02-19T09:38:40.460Z,0,20.42,50,OK,0.1
2026-02-19T09:38:40.511Z,0,20.41,50,OK,0.1
2026-02-19T09:38:40.561Z,0,20.36,50,OK,0.1
2026-02-19T09:38:40.612Z,0,20.38,50,OK,0.1
2026-02-19T09:38:40.663Z,0,20.32,50,OK,0.1
2026-02-19T09:38:40.713Z,0,20.40,50,OK,0.1
2026-02-19T09:38:40.763Z,0,20.42,50,OK,0.1
2026-02-19T09:38:40.813Z,0,20.38,50,OK,0.1
2026-02-19T09:38:40.863Z,0,20.33,50,OK,0.1
2026-02-19T09:38:40.914Z,0,20.40,50,OK,0.1
2026-02-19T09:38:40.964Z,0,20.35,50,OK,0.1
2026-02-19T09:38:41.014Z,0,20.42,50,OK,0.1
2026-02-19T09:38:41.064Z,0,20.49,50,OK,0.1
2026-02-19T09:38:41.114Z,0,20.36,50,OK,0.1
2026-02-19T09:38:41.164Z,0,20.29,50,OK,0.1
2026-02-19T09:38:41.214Z,0,20.31,50,OK,0.1
2026-02-19T09:38:41.264Z,0,20.26,50,OK,0.1
2026-02-19T09:38:41.314Z,0,20.27,50,OK,0.1
2026-02-19T09:38:41.366Z,0,20.41,50,OK,0.1
2026-02-19T09:38:41.416Z,0,20.42,50,OK,0.1
2026-02-19T09:38:41.466Z,0,20.40,50,OK,0.1
2026-02-19T09:38:41.517Z,0,20.39,50,OK,0.1
2026-02-19T09:38:41.568Z,0,20.37,50,OK,0.1
2026-02-19T09:38:41.619Z,0,20.37,50,OK,0.1
2026-02-19T09:38:41.670Z,0,20.35,50,OK,0.1
2026-02-19T09:38:41.721Z,0,20.36,50,OK,0.1
2026-02-19T09:38:41.771Z,0,20.33,50,OK,0.1
2026-02-19T09:38:41.821Z,0,20.31,50,OK,0.1
2026-02-19T09:38:41.871Z,0,20.28,50,OK,0.1
2026-02-19T09:38:41.921Z,0,20.29,50,OK,0.1
2026-02-19T09:38:41.971Z,0,20.28,50,OK,0.1
2026-02-19T09:38:42.021Z,0,20.31,50,OK,0.1
2026-02-19T09:38:42.071Z,0,20.34,50,OK,0.1
2026-02-19T09:38:42.121Z,0,20.42,50,OK,0.1
2026-02-19T09:38:42.172Z,0,20.43,50,OK,0.1
2026-02-19T09:38:42.222Z,0,20.57,50,OK,0.1
