Timestamp,ActiveRequests,Lag_ms,VirtualLimit,Status
2026-02-15T11:33:22.758Z,0,20.44,50,OK
2026-02-15T11:33:22.809Z,0,19.98,50,OK
2026-02-15T11:33:22.859Z,0,20.51,50,OK
2026-02-15T11:33:22.908Z,0,19.44,50,OK
2026-02-15T11:33:22.958Z,0,20.96,50,OK
2026-02-15T11:33:23.006Z,0,20.22,50,OK
2026-02-15T11:33:23.056Z,0,20.52,50,OK
2026-02-15T11:33:23.106Z,0,19.64,50,OK
2026-02-15T11:33:23.157Z,0,20.87,50,OK
2026-02-15T11:33:23.207Z,0,20.09,50,OK
2026-02-15T11:33:23.257Z,0,20.39,50,OK
2026-02-15T11:33:23.307Z,0,20.57,50,OK
2026-02-15T11:33:23.357Z,0,20.42,50,OK
2026-02-15T11:33:23.408Z,0,20.38,50,OK
2026-02-15T11:33:23.459Z,0,20.47,50,OK
2026-02-15T11:33:23.509Z,0,19.92,50,OK
2026-02-15T11:33:23.560Z,0,20.18,50,OK
2026-02-15T11:33:23.609Z,0,20.64,50,OK
2026-02-15T11:33:23.659Z,0,20.31,50,OK
2026-02-15T11:33:23.709Z,0,20.66,50,OK
2026-02-15T11:33:23.760Z,0,20.28,50,OK
2026-02-15T11:33:23.810Z,0,20.37,50,OK
2026-02-15T11:33:23.861Z,0,20.36,50,OK
2026-02-15T11:33:23.911Z,0,20.49,50,OK
2026-02-15T11:33:23.961Z,0,20.23,50,OK
2026-02-15T11:33:24.011Z,0,20.03,50,OK
2026-02-15T11:33:24.062Z,0,20.59,50,OK
2026-02-15T11:33:24.113Z,0,20.65,50,OK
2026-02-15T11:33:24.164Z,0,20.54,50,OK
2026-02-15T11:33:24.215Z,0,19.98,50,OK
2026-02-15T11:33:24.265Z,0,20.14,50,OK
2026-02-15T11:33:24.316Z,0,20.00,50,OK
2026-02-15T11:33:24.367Z,0,20.55,50,OK
2026-02-15T11:33:24.417Z,0,20.87,50,OK
2026-02-15T11:33:24.468Z,0,20.81,50,OK
2026-02-15T11:33:24.519Z,0,20.08,50,OK
2026-02-15T11:33:24.570Z,0,20.58,50,OK
2026-02-15T11:33:24.621Z,0,20.78,50,OK
2026-02-15T11:33:24.670Z,0,20.53,50,OK
2026-02-15T11:33:24.720Z,0,20.59,50,OK
2026-02-15T11:33:24.771Z,0,20.47,50,OK
2026-02-15T11:33:24.822Z,0,20.54,50,OK
2026-02-15T11:33:24.872Z,0,20.46,50,OK
2026-02-15T11:33:24.923Z,0,20.37,50,OK
2026-02-15T11:33:24.972Z,0,20.26,50,OK
2026-02-15T11:33:25.022Z,0,20.11,50,OK
2026-02-15T11:33:25.073Z,0,20.39,50,OK
2026-02-15T11:33:25.123Z,0,20.34,50,OK
2026-02-15T11:33:25.174Z,0,20.38,50,OK
2026-02-15T11:33:25.224Z,0,20.24,50,OK
2026-02-15T11:33:25.275Z,0,20.38,50,OK
2026-02-15T11:33:25.325Z,0,20.37,50,OK
2026-02-15T11:33:25.375Z,0,20.38,50,OK
2026-02-15T11:33:25.425Z,0,20.39,50,OK
2026-02-15T11:33:25.476Z,0,20.37,50,OK
2026-02-15T11:33:25.526Z,0,20.56,50,OK
2026-02-15T11:33:25.577Z,0,20.39,50,OK
2026-02-15T11:33:25.628Z,0,20.66,50,OK
2026-02-15T11:33:25.678Z,0,20.36,50,OK
2026-02-15T11:33:25.727Z,0,20.05,50,OK
2026-02-15T11:33:25.777Z,0,20.36,50,OK
2026-02-15T11:33:25.828Z,0,20.12,50,OK
2026-02-15T11:33:25.879Z,0,20.52,50,OK
2026-02-15T11:33:25.929Z,0,20.14,50,OK
2026-02-15T11:33:25.980Z,0,21.36,50,OK
2026-02-15T11:33:26.030Z,0,20.15,50,OK
2026-02-15T11:33:26.081Z,0,20.42,50,OK
2026-02-15T11:33:26.132Z,0,20.69,50,OK
2026-02-15T11:33:26.182Z,0,20.36,50,OK
2026-02-15T11:33:26.232Z,0,21.03,50,OK
2026-02-15T11:33:26.282Z,0,19.93,50,OK
2026-02-15T11:33:26.333Z,0,19.88,50,OK
2026-02-15T11:33:26.382Z,0,20.38,50,OK
2026-02-15T11:33:26.433Z,0,20.11,50,OK
2026-02-15T11:33:26.484Z,0,20.83,50,OK
2026-02-15T11:33:26.535Z,0,19.93,50,OK
2026-02-15T11:33:26.586Z,0,20.65,50,OK
2026-02-15T11:33:26.637Z,0,20.03,50,OK
2026-02-15T11:33:26.687Z,0,20.18,50,OK
2026-02-15T11:33:26.737Z,0,20.54,50,OK
2026-02-15T11:33:26.787Z,0,20.52,50,OK
2026-02-15T11:33:26.838Z,0,20.41,50,OK
2026-02-15T11:33:26.888Z,0,20.52,50,OK
2026-02-15T11:33:26.938Z,0,20.36,50,OK
2026-02-15T11:33:26.989Z,0,20.48,50,OK
2026-02-15T11:33:27.039Z,0,20.28,50,OK
2026-02-15T11:33:27.089Z,0,20.19,50,OK
2026-02-15T11:33:27.139Z,0,20.46,50,OK
2026-02-15T11:33:27.189Z,0,20.55,50,OK
2026-02-15T11:33:27.240Z,0,20.32,50,OK
2026-02-15T11:33:27.291Z,0,20.36,50,OK
